repeat,classifier,feature_set,accuracy,macro_f1,kappa
3,rf,raw,0.8333333333333334,0.8317460317460318,0.7948717948717949
4,rf,raw,0.8333333333333334,0.8555555555555555,0.793103448275862
5,rf,raw,0.9166666666666666,0.9111111111111111,0.8983050847457628
6,rf,raw,0.9166666666666666,0.9333333333333332,0.8974358974358975
7,rf,raw,0.8333333333333334,0.8277777777777778,0.7983193277310925
8,rf,raw,0.8333333333333334,0.736111111111111,0.7876106194690266
9,rf,raw,0.8333333333333334,0.8317460317460318,0.7948717948717949
10,rf,raw,0.9166666666666666,0.9333333333333332,0.8974358974358974
11,rf,raw,0.8333333333333334,0.7999999999999999,0.7983193277310925
12,rf,raw,0.75,0.6611111111111111,0.7
13,rf,raw,1.0,1.0,1.0
14,rf,raw,0.9166666666666666,0.9333333333333332,0.8974358974358974
15,rf,raw,0.9166666666666666,0.9111111111111111,0.8983050847457628
16,rf,raw,0.75,0.7611111111111111,0.6949152542372881
17,rf,raw,0.8333333333333334,0.8317460317460318,0.7948717948717948
18,rf,raw,0.9166666666666666,0.9206349206349206,0.8956521739130434
19,rf,raw,0.9166666666666666,0.9111111111111111,0.8983050847457628
0,mlp,raw,0.8333333333333334,0.753968253968254,0.7931034482758621
1,mlp,raw,1.0,1.0,1.0
2,mlp,raw,0.9166666666666666,0.9111111111111111,0.8983050847457628
3,mlp,raw,0.8333333333333334,0.8055555555555555,0.7948717948717949
4,mlp,raw,0.6666666666666666,0.6,0.5932203389830508
5,mlp,raw,0.8333333333333334,0.7206349206349207,0.7931034482758621
6,mlp,raw,0.8333333333333334,0.8539682539682539,0.7931034482758621
7,mlp,raw,0.8333333333333334,0.8555555555555556,0.7966101694915254
8,mlp,raw,0.9166666666666666,0.9206349206349206,0.8956521739130434
9,mlp,raw,0.75,0.7388888888888889,0.7024793388429752
10,mlp,raw,0.8333333333333334,0.7333333333333334,0.7931034482758621
11,mlp,raw,0.75,0.75,0.6974789915966386
12,mlp,raw,0.5833333333333334,0.5,0.5121951219512195
13,mlp,raw,0.9166666666666666,0.8888888888888888,0.8974358974358975
14,mlp,raw,0.9166666666666666,0.9333333333333332,0.8974358974358974
15,mlp,raw,0.6666666666666666,0.6555555555555556,0.6
16,mlp,raw,0.9166666666666666,0.9206349206349206,0.8956521739130434
17,mlp,raw,0.75,0.7611111111111111,0.7
